product_id|model|label|description|category_id|brand|image
1000526|KF|humidimètre pour gaz|Système entièrement configuré comprenant des méthodes prédéfinies pour la détermination coulométrique automatique de la teneur en eau des gaz liquifiés et permanents (Ar, He, H2, O2, N2, CH4, CO, CO2). Système complet avec composants ...|20226|Metrohm|http://img.directindustry.fr/images_di/photo-m2/15372-3460895.jpg
1000527|HM 50|humidimètre à pointes|Un hygromètre à pointes comporte généralement deux pointes métalliques destinées à être enfoncées à la surface d’un matériau pour mesurer l’humidité. L’hygromètre à pointes HM 50 Kimo permet d’effectuer avec précision des calculs et ...|20226|KIMO|http://img.directindustry.fr/images_di/photo-m2/11846-7482645.jpg
1000528|MT-CA|humidimètre pour granulés plastiques||20226|Brabender GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/50061-9694697.jpg
1000529|BytransCross, BytransLine|système de chargement et déchargement pour la découpe|Solution flexible pour le chargement et le déchargement des machines-outils de découpe laser Flexibilité maximale en termes de flux de matériau et de configuration Connexion simple jusqu’à deux machines de découpe laser Interface vers ...|20227|Bystronic Laser|http://img.directindustry.fr/images_di/photo-m2/15383-11520609.jpg
1000530|ByTrans Cross|système de chargement et déchargement automatique|Automatisation modulaire pour le chargement et le déchargement des machines de découpe laser - Automatisation adaptée à chaque besoin. Le système de chargement et déchargement ByTrans Cross peut être à tout moment complété de manière ...|20227|Bystronic Laser|http://img.directindustry.fr/images_di/photo-m2/15383-11816931.jpg
1000531|DISTO™ D510|système de mesure de distance||20227|Leica Geosystems|http://img.directindustry.fr/images_di/photo-m2/14324-11509317.jpg
1000532|HCP153|chambre d'essai d'humidité|La technologie de régulation ultra-précise permet de créer un milieu contrôlé pour une simulation optimale de l'environnement dans les domaines de la physique du bâtiment, de l'électronique, de la biologie, de la zoologie et de la botanique.|20228|Memmert GmbH + Co. KG|http://img.directindustry.fr/images_di/photo-m2/28305-12305259.jpg
1000533|HCP246|chambre d'essai d'humidité|La technologie de régulation ultra-précise permet de créer un milieu contrôlé pour une simulation optimale de l'environnement dans les domaines de la physique du bâtiment, de l'électronique, de la biologie, de la zoologie et de la botanique.|20228|Memmert GmbH + Co. KG|http://img.directindustry.fr/images_di/photo-m2/28305-12305297.jpg
1000534|HCP108|chambre d'essai d'humidité|La technologie de régulation ultra-précise permet de créer un milieu contrôlé pour une simulation optimale de l'environnement dans les domaines de la physique du bâtiment, de l'électronique, de la biologie, de la zoologie et de la botanique.|20228|Memmert GmbH + Co. KG|http://img.directindustry.fr/images_di/photo-m2/28305-11622266.jpg
1000535|BC1200ES/F|banc de test de pression pulsée|Banc d'essai BC 1200ES/F, avec blocs mobiles, avec accouplements rapides préconfigurés pour nipples et brides SAE plus fréquents. Cuve intérieure de 4000 mm de longueur, éclairée et protégée par une fenêtre ...|20229|OP|http://img.directindustry.fr/images_di/photo-m2/17876-12109000.jpg
1000536|BC1200ES|banc de test pression|Banc d'essai de 1200 bar à 2000 bar avec pompe pneumo-hydraulique. Ouverture hydraulique automatique et lumières de signalisation. Cuve intérieure éclairée et protégée par une fenêtre résistante aux chocs; ...|20229|OP|http://img.directindustry.fr/images_di/photo-m2/17876-12109042.jpg
1000537|BC1500E|banc de test pression|Banc d'essai à eau, jusqu'à 1500 bar, facile à utiliser, avec trois connexions Ø 1/4'' gas, manomètre analogique pour la lecture de la pression et pompe pneumohydraulique. Le contrôle et le déchargement ...|20229|OP|http://img.directindustry.fr/images_di/photo-m2/17876-12109119.jpg
1000538|BTK1V-2S|machine à équilibrer horizontale||20230|Balance Systems S.r.l|http://img.directindustry.fr/images_di/photo-m2/7362-12265650.jpg
1000539|BTK1V-2F|machine à équilibrer horizontale|... utilisation aisée. La machine de base est équipée pour équilibrer les moteurs assemblés à courant continu et ventilateurs (sans contrôle électronique à bord), mais elle est prédisposée à accepter tous ...|20230|Balance Systems S.r.l|http://img.directindustry.fr/images_di/photo-m2/7362-12265731.jpg
1000540|BVK3-40-DU|machine à équilibrer verticale||20230|Balance Systems S.r.l|http://img.directindustry.fr/images_di/photo-m2/7362-12265866.jpg
1000541|TUNNEL|banc de charge|. Format standard adaptable aux dimensions du client pour insertion dans la gaine de rejet d’air de son groupe électrogène,. Options : coffret de commande, lestage, délestage automatique, …|20231|METAL DEPLOYE RESISTOR|http://img.directindustry.fr/images_di/photo-m2/125367-11909470.jpg
1000542|NATURALLY COOLED series|banc de charge|. Refroidissement par convection naturelle,. Puissance de 5 à 100 kw en un châssis sous 400V triphasée,. Connexion en partie basse (zone froide),. Indice de protection IP13 ou IP23,. Options : armoire de commande, bornier (rail DIN), roulettes, …|20231|METAL DEPLOYE RESISTOR|http://img.directindustry.fr/images_di/photo-m2/125367-11909383.jpg
1000543|400, 700, 800 FORCED COOLED series|banc de charge refroidi par convection|Refroidissement par ventilation forcée horizontale,. Puissance de 20 kW à 1200 kW sous 400V triphasée, crans à partir de 1kW,. Ventilateur hélicoïdal silencieux – moteur IP55,. Contact de sécurité (contrôle de la ventilation),. Options ...|20231|METAL DEPLOYE RESISTOR|http://img.directindustry.fr/images_di/photo-m2/125367-8809790.jpg
1000544|LEXT OLS5000|microscope confocal||20301|Olympus|http://img.directindustry.fr/images_di/photo-m2/17434-12232827.jpg
1000545|GX53|microscope binoculaire||20301|Olympus|http://img.directindustry.fr/images_di/photo-m2/17434-12234891.jpg
1000546|MX63|microscope à fluorescence||20301|Olympus|http://img.directindustry.fr/images_di/photo-m2/17434-11700825.jpg
1000547|IPLEX G LITE|vidéoscope flexible||20302|Olympus|http://img.directindustry.fr/images_di/photo-m2/17434-12709027.jpg
1000548|IPLEX RX|vidéoscope flexible||20302|Olympus|http://img.directindustry.fr/images_di/photo-m2/17434-12710331.jpg
1000549|IPLEX FX|vidéoscope flexible|Ce vidéoscope industriel haute de gamme associe portabilité et performance, simplicité et durabilité. La polyvalence de l'IPLEX FX, allant de l'excellente qualité d'image jusqu'à la récupération de corps étrangers, vous ...|20302|Olympus|http://img.directindustry.fr/images_di/photo-m2/17434-2778113.jpg
1000550|Phantom 4 + HL-640mini|drone quadrirotor||20303|Keii Electro Optics Technology Co.,Ltd|http://img.directindustry.fr/images_di/photo-m2/19053-12489318.jpg
1000551|S900/S1000 (HL-640S)|drone octorotor||20303|Keii Electro Optics Technology Co.,Ltd|http://img.directindustry.fr/images_di/photo-m2/19053-10660055.jpg
1000552|UX11|drone à voilure fixe||20303|Delair|http://img.directindustry.fr/images_di/photo-m2/108459-12021780.jpg
1000553|iBoat BS2|drone aquatique||20304|Hi-Target Surveying Instrument Co.,Ltd|http://img.directindustry.fr/images_di/photo-m2/161167-12075802.jpg
1000554|iBoat BM1 Series Unmanned Surface Vehicle|drone aquatique||20304|Hi-Target Surveying Instrument Co.,Ltd|http://img.directindustry.fr/images_di/photo-m2/161167-11296706.jpg
1000555|iBoat BS1 Series Unmanned Surface Vehicle|drone aquatique||20304|Hi-Target Surveying Instrument Co.,Ltd|http://img.directindustry.fr/images_di/photo-m2/161167-11296807.jpg
1000556|ANATROLLER™ ARE-100|robot d'inspection à roues|... de la modularité du robot, il peut être branché à d’autres robots ou se débrancher partiellement de lui-même de façon sécuritaire, ce qui permet à ce robot de s’adapter à toute application ...|20305|Robotics Design Inc.|http://img.directindustry.fr/images_di/photo-m2/57161-4454097.jpg
1000557|150 m|robot d'inspection pour canalisations||20305|Fiberscope.net by MEDIT|http://img.directindustry.fr/images_di/photo-m2/40228-9600072.jpg
1000558|200 m|robot d'inspection à roues||20305|Fiberscope.net by MEDIT|http://img.directindustry.fr/images_di/photo-m2/40228-9934649.jpg
1000559|C.A 1886|caméra thermographique|Description Grâce à ses performances haut de gamme cette caméra vous accompagnera du contrôle de premier niveau jusqu’au diagnostic thermographique expert. Détecteur : 160 x 120 Sensibilité thermique ...|20306|CHAUVIN ARNOUX|http://img.directindustry.fr/images_di/photo-m2/7692-12688204.jpg
1000560|C.A 1888|caméra thermographique|Description Grâce à ses performances haut de gamme cette caméra vous accompagnera du contrôle de premier niveau jusqu’au diagnostic thermographique expert. Détecteur : 384 x 288 Sensibilité thermique ...|20306|CHAUVIN ARNOUX|http://img.directindustry.fr/images_di/photo-m2/7692-12688248.jpg
1000561|C.A 1954|caméra d'imagerie thermique|Conçue et développée pour une utilisation simplifiée, la caméra thermique C.A 1954 convient à toutes les applications dans les secteurs du bâtiment, de la maintenance électrique et mécanique pour : - les audits thermiques - ...|20306|CHAUVIN ARNOUX|http://img.directindustry.fr/images_di/photo-m2/7692-12507376.jpg
1000562|C.A 1886|caméra thermographique|... Grâce à ses performances haut de gamme cette caméra vous accompagnera du contrôle de premier niveau jusqu’au diagnostic thermographique expert. Détecteur : 160 x 120 Sensibilité thermique ...|20307|CHAUVIN ARNOUX|http://img.directindustry.fr/images_di/photo-m2/7692-12688204.jpg
1000563|C.A 1888|caméra thermographique|... Grâce à ses performances haut de gamme cette caméra vous accompagnera du contrôle de premier niveau jusqu’au diagnostic thermographique expert. Détecteur : 384 x 288 Sensibilité thermique ...|20307|CHAUVIN ARNOUX|http://img.directindustry.fr/images_di/photo-m2/7692-12688248.jpg
1000564|C.A 1954|caméra d'imagerie thermique|... utilisation simplifiée, la caméra thermique C.A 1954 convient à toutes les applications dans les secteurs du bâtiment, de la maintenance électrique et mécanique pour : - les audits thermiques - ...|20307|CHAUVIN ARNOUX|http://img.directindustry.fr/images_di/photo-m2/7692-12507376.jpg
1000565|ReGuard|capteur de vision couleur||20308|Re S.p.A.|http://img.directindustry.fr/images_di/photo-m2/31009-12153509.jpg
1000566|In-Sight® 2000 series|capteur de vision couleur|... 2000 Les capteurs de vision In-Sight 2000 combinent la puissance d'un système de vision In-Sight avec la simplicité et l'accessibilité d'un capteur de vision. ...|20308|COGNEX|http://img.directindustry.fr/images_di/photo-m2/23274-11540343.jpg
1000567|O2D22 series|capteur de vision infrarouge|Détection des contours indépendante de la position de rotation Appareil sur pied avec éclairage intégré Boîtier compact et robuste Commande intuitive, facile d'utilisation Interface Ethernet puissante pour la transmission ...|20308|ifm electronic|http://img.directindustry.fr/images_di/photo-m2/544-10285894.jpg
1000568|In-Sight VC200|système de vision à caméra pour tâche d'inspection|... Le système de vision à plusieurs caméras intelligentes In-Sight® VC200 apporte la fiabilité éprouvée des systèmes de vision In-Sight autonomes aux ...|20309|COGNEX|http://img.directindustry.fr/images_di/photo-m2/23274-12707422.jpg
1000569|In-Sight® 7000 series|système de vision pour machine|... 7000 est composée de systèmes de vision puissants et complets qui permettent d'effectuer des inspections rapides et précises sur un large éventail de pièces dans tous les secteurs. Leur taille compacte ...|20309|COGNEX|http://img.directindustry.fr/images_di/photo-m2/23274-12667095.jpg
1000570|In-Sight 5600/5705 series|système de vision autonome|Caractéristiques des systèmes de vision couleur et monochrome In-Sight 5705 et 5705C Les performances élevées et la haute résolution font du In-Sight 5705 le système de vision ...|20309|COGNEX|http://img.directindustry.fr/images_di/photo-m2/23274-12667244.jpg
1000571|thermoIMAGER Microscope lens|objectif de microscope pour microscopie|La caméra infrarouge à haute résolution avec optique microscope permet de mesurer avec très grande précision la température des pièces les plus infimes. En plus des enregistrements holistiques, il est possible de réaliser des prises de ...|20310|MICRO-EPSILON|http://img.directindustry.fr/images_di/photo-m2/5788-12543591.jpg
1000572|MPLAPON|objectif de microscope à focale fixe||20310|Olympus|http://img.directindustry.fr/images_di/photo-m2/17434-5923379.jpg
1000573|MPLAPON-Oil|objectif de microscope à focale fixe||20310|Olympus|http://img.directindustry.fr/images_di/photo-m2/17434-9400222.jpg
1000574||machine d'inspection à rayons X||20311|Nikon Metrology|http://img.directindustry.fr/images_di/photo-m2/21023-11511260.jpg
1000575|XT H 225|machine d'inspection avec tomographie numérique|... est prêt pour la reconstruction ultra-rapide par Tomographie Numérique. Ses applications sont très variées, qui vont de l’inspection de petites pièces en plastique ou de fonderie, jusqu’à la recherche sur les matériaux ...|20311|Nikon Metrology|http://img.directindustry.fr/images_di/photo-m2/21023-3712015.jpg
1000576|XT H 225 ST|machine d'inspection à rayons X||20311|Nikon Metrology|http://img.directindustry.fr/images_di/photo-m2/21023-12314093.jpg
1000577|M1|système d'inspection à rayons X||20312|Nikon Metrology|http://img.directindustry.fr/images_di/photo-m2/21023-11509106.jpg
1000578|M2|système d'inspection à rayons X||20312|Nikon Metrology|http://img.directindustry.fr/images_di/photo-m2/21023-11509166.jpg
1000579|C2|système d'inspection à rayons X||20312|Nikon Metrology|http://img.directindustry.fr/images_di/photo-m2/21023-11509247.jpg
1000580|SomatXR CX22B-R|module d'acquisition de données USB||20313|HBM Test and Measurement|http://img.directindustry.fr/images_di/photo-m2/6017-12185209.jpg
1000581|MGCplus|système d'acquisition de données benchtop|... cette polyvalence reconnue, le MGCplus est l'un des systèmes d’acquisition de données les plus populaires dans le monde entier. Il offre une très grande compatibilité éprouvée, non seulement ...|20313|HBM Test and Measurement|http://img.directindustry.fr/images_di/photo-m2/6017-12176638.jpg
1000582|QuantumX MX840B|système d'acquisition de données benchtop|Devez-vous faire face à des applications de mesure changeant fréquemment ? Utilisez-vous des capteurs différents? Souhaitez-vous être prêt pour l'avenir? L'amplificateur MX840B représente pour vous le bon choix. Ses connecteurs universels ...|20313|HBM Test and Measurement|http://img.directindustry.fr/images_di/photo-m2/6017-12176420.jpg
1000583|ClipX|conditionneur de signal sur rail DIN|Avec une précision de 0,01 %, et un certificat d'étalonnage intégré, le nouveau conditionneur de signaux de mesure insensible aux parasites électriques ClipX définit de nouveaux standards en Mesure et ...|20314|HBM Test and Measurement|http://img.directindustry.fr/images_di/photo-m2/6017-12437748.jpg
1000584|digiCLIP|conditionneur de signal sur rail DIN|Que souhaitez-vous mesurer de la manière la plus moderne qui soit : une force, un poids, un couple ou une pression? Le digiCLIP propulse votre production dans l'ère numérique. Le digiCLIP est le système d'amplificateurs de mesure, appropriés ...|20314|HBM Test and Measurement|http://img.directindustry.fr/images_di/photo-m2/6017-9772489.jpg
1000585|IM,MK,MS series|conditionneur de signal sur rail DIN|... applications dans le domaine de la séparation, conversion, traitement, modification et l'adaptation de signaux analogiques. Disponibles sont: des séparateurs de signaux analogiques, des séparateurs d'alimentation-convertisseurs ...|20314|TURCK|http://img.directindustry.fr/images_di/photo-m2/4959-11666255.jpg
1000586|MC2A, MC3|convertisseur de signal|... L'appareil fourni la tension d'alimentation pour les capteurs inductifs en demi pont Le signal provenant du capteur est converti en proportionnellement en signal analogique : tension. une paire de résistances ...|20315|HBM Test and Measurement|http://img.directindustry.fr/images_di/photo-m2/6017-12176773.jpg
1000587||convertisseur de signal fréquence/analogique||20315|RHEINTACHO Messtechnik GmbH|http://img.directindustry.fr/images_di/photo-m2/40140-2717237.jpg
1000588|YS80 series|convertisseur de signal régulateur de température||20315|YOKOGAWA Europe|http://img.directindustry.fr/images_di/photo-m2/19033-4318277.jpg
1000589|CL601|data logger de courant|La famille d'enregistreurs de données Simple Logger II est une ligne de produits de conception avancée et d'un excellent rapport qualité/prix au vu de leurs caractéristiques et de leurs ...|20316|CHAUVIN ARNOUX|http://img.directindustry.fr/images_di/photo-m2/7692-12682990.jpg
1000590|L562|enregistreur de données de tension|... forts Enregistreur tension courant monophasé Puissance apparente Diagnostics sur réseaux résidentiels,commerciaux, industriels Alimentation autonome Description Les Simple Logger ...|20316|CHAUVIN ARNOUX|http://img.directindustry.fr/images_di/photo-m2/7692-12683030.jpg
1000591|PEL102|data logger d'énergie|... Transfer Découvrez nos formations Description Ergonomiques, aimantés, adaptés à tous types d’armoires, les enregistreurs PEL102 assurent toutes les mesures de puissance et d’énergie en simultanée.|20316|CHAUVIN ARNOUX|http://img.directindustry.fr/images_di/photo-m2/7692-12683096.jpg
1000592|GEN3i|enregistreur sans papier|L'enregistreur de données portable GEN3i offre d'innombrables possibilités dans une très large gamme d'applications. Grâce à ses dimensions compactes, il est parfaitement approprié pour une utilisation mobile, dans le ...|20317|HBM Test and Measurement|http://img.directindustry.fr/images_di/photo-m2/6017-12176622.jpg
1000593|GEN7tA|enregistreur de transitoires|... de données de 400 MB/s (avec en option une interface Ethernet optique ou électrique de 10 Gbit). Cet appareil, à la fois enregistreur de transitoires et système DAQ, a été spécialement développé pour répondre à vos besoins ...|20317|HBM Test and Measurement|http://img.directindustry.fr/images_di/photo-m2/6017-9749274.jpg
1000594|GEN3t|enregistreur sans papier|Avec des dimensions réduites et d'une grande puissance, le système d'acquisition de données GEN3t est parfaitement adapté pour un usage en cabine de contrôle (en rack 19 ''). Il répond à l'exigence des bancs d'essai en termes de rapidité ...|20317|HBM Test and Measurement|http://img.directindustry.fr/images_di/photo-m2/6017-9732673.jpg
1000595|GEN7tA|enregistreur de transitoires|... données de 400 MB/s (avec en option une interface Ethernet optique ou électrique de 10 Gbit). Cet appareil, à la fois enregistreur de transitoires et système DAQ, a été spécialement développé pour répondre ...|20318|HBM Test and Measurement|http://img.directindustry.fr/images_di/photo-m2/6017-9749274.jpg
1000596|GEN3t|enregistreur sans papier|... d'acquisition choisi : continue ou de transitoires, les données sont transmises directement au PC ou stocker dans le disque dur SSD en option ou transitent par mémoire RAM ultra-rapide pour l'enregistrement rapide de ...|20318|HBM Test and Measurement|http://img.directindustry.fr/images_di/photo-m2/6017-9732673.jpg
1000597|DEWE-800-TR|enregistreur sans papier||20318|DEWETRON GmbH|http://img.directindustry.fr/images_di/photo-m2/25786-9322494.jpg
1000598|LEXT OLS5000|microscope confocal||20319|Olympus|http://img.directindustry.fr/images_di/photo-m2/17434-12232827.jpg
1000599|EPOCH 1000 series|appareil d'inspection CND à ultrasons|Série EPOCH 1000 EPOCH 1000 est une série d'appareils numériques portatifs offrant les avantages combinés de l'inspection haute performance par ultrasons conventionnels et de l'imagerie multiéléments. Les appareils EPOCH 1000, 1000 ...|20319|Olympus|http://img.directindustry.fr/images_di/photo-m2/17434-2288377.jpg
1000600|ILP-2|source lumineuse à lampe UHP|Lumineuse et compacte La source de lumière ILP-2 a été spécialement conçue pour inspecter de grandes cavités. Elle incorpore la technologie d'ampoule UHP la plus récente et c'est donc maintenant la source de lumière la plus intense et ...|20319|Olympus|http://img.directindustry.fr/images_di/photo-m2/17434-5918955.jpg
1000601|7796|bouteille de gaz|Bouteille de gaz de chantier 7796 Bouteille de gaz de chantier remplissable. Conforme à la directive européenne 99/36/CE.|20401|GUILBERT EXPRESS|http://img.directindustry.fr/images_di/photo-m2/62666-8126120.jpg
1000602|Tubes® 3810X series|tube à centrifuger en polypropylène|L’Eppendorf Tube 3810X avec ouverture facile et fermeture sécurisée assure confort et fiabilité lors de la préparation, de la centrifugation et du stockage des échantillons. Un seul récipient pour toutes les applications de biologie moléculaire, ...|20401|Eppendorf|http://img.directindustry.fr/images_di/photo-m2/22548-7184331.jpg
1000603||tube à centrifuger en polypropylène|Les Tubes Safe-Lock Eppendorf associent progrès et développement continus depuis plus de 50 ans. Les tubes Safe-Lock protègent vos échantillons grâce à leur remarquable stabilité durant la centrifugation et leur parfaite étanchéité, et ...|20401|Eppendorf|http://img.directindustry.fr/images_di/photo-m2/22548-7184175.jpg
1000604|MPA series|pipette électronique||20402|A&D COMPANY, LIMITED|http://img.directindustry.fr/images_di/photo-m2/54946-7401369.jpg
1000605|Reference® 2 series|pipette manuelle à volume variable|... à la fameuse pipette Reference en améliorant le niveau déjà élevé de la gamme avec une nouvelle conception, un poids et des forces de manipulation réduits et des versions multicanales. En tant que produit premium de ...|20402|Eppendorf|http://img.directindustry.fr/images_di/photo-m2/22548-7186647.jpg
1000606|Research® plus series|pipette manuelle à volume variable|... le résultat de plus de 50 ans d'innovation dans le domaine de la distribution de liquides afin de vous proposer l'une des pipettes les plus sûres, les plus robustes et les plus ergonomiques disponibles à l'heure actuelle. ...|20402|Eppendorf|http://img.directindustry.fr/images_di/photo-m2/22548-7187687.jpg
1000607|PREPOR PES|filtre à membrane|Membranes PREPOR PESMembranes polyéthersulfone, seuil de filtration de 0,1 5 microns.|20403|Parker Hannifin France SAS|http://img.directindustry.fr/images_di/photo-m2/37138-11590772.jpg
1000608|AIR SENTRY|filtre à air||20403|UFI HYDRAULIC|http://img.directindustry.fr/images_di/photo-m2/20361-10061492.jpg
1000609|Sartobind® series|filtre à membrane|Capsules pour la capture danticorps et lélimination dimpuretés hydrophobes dans la bioproduction. Nos capsules sont spécialement adaptées à des applications telles que l'élimination de l'ADN, des virus, ...|20403|Sartorius AG|http://img.directindustry.fr/images_di/photo-m2/4963-3901365.jpg
1000610|Loctite 97207|seringue de dosage|Accessoire /seringue Loctite 97207 - Kit de seringues transparentes, 10 ml|20404|Henkel LOCTITE|http://img.directindustry.fr/images_di/photo-m2/5610-8690352.jpg
1000611|BVC professional|système d'aspiration pour laboratoire|Le Biochem-VacuuCenter BVC professionnal est destiné à l'aspiration des liquides biologiques dans des conditions supérieures de confort et de sécurité, notamment en présence de produits présentant des risques pour la santé. Le détecteur ...|20404|VACUUBRAND GMBH + CO KG|http://img.directindustry.fr/images_di/photo-m2/15301-2913811.jpg
1000612|BVC basic|système d'aspiration pour laboratoire|Le BioChem-VacuuCenter BVC basic est destiné à être raccordé à une source de vide existante - comme une pompe à membrane ou un réseau de vide (par ex. VACUU·LAN®) - et ne nécessite pas de raccordement électrique. Le vacuostat mécanique ...|20404|VACUUBRAND GMBH + CO KG|http://img.directindustry.fr/images_di/photo-m2/15301-2913799.jpg
1000613|5075GS|autoclave de laboratoire||20405|Tuttnauer|http://img.directindustry.fr/images_di/photo-m2/28338-12275086.jpg
1000614|50125GS|autoclave de laboratoire||20405|Tuttnauer|http://img.directindustry.fr/images_di/photo-m2/28338-12286739.jpg
1000615|44, 55 series|autoclave de laboratoire||20405|Tuttnauer|http://img.directindustry.fr/images_di/photo-m2/28338-9570812.jpg
1000616|GX-A/GF-A series|balance multifonction||20406|A&D COMPANY, LIMITED|http://img.directindustry.fr/images_di/photo-m2/54946-12175344.jpg
1000617|BM series|balance de laboratoire||20406|A&D COMPANY, LIMITED|http://img.directindustry.fr/images_di/photo-m2/54946-2801097.jpg
1000618|GH series|balance de laboratoire||20406|A&D COMPANY, LIMITED|http://img.directindustry.fr/images_di/photo-m2/54946-2886255.jpg
1000619|L5M-A|mélangeur rotor-stator|Plus de 40 unités de mélange interchangeables sont disponibles pour le mélangeur de laboratoire Série L5. L’unité a un revêtement en nylon blanc, résistant, facile à nettoyer, ne s’écaillant pas. Toutes ...|20407|SILVERSON MACHINES|http://img.directindustry.fr/images_di/photo-m2/15561-12698713.jpg
1000620|L2/Air|mélangeur rotor-stator|Conçu pour être utilisé en zone ATEX/Antidéflagrant, le L2/Air est entraîné par un moteur à air comprimé à sécurité intrinsèque. Toutes les unités de mélange de la série L5 sont compatibles. Capacité de 1 ml à 12 litres.|20407|SILVERSON MACHINES|http://img.directindustry.fr/images_di/photo-m2/15561-11489985.jpg
1000621|AX series|mélangeur rotor-stator|La série AX comprend une gamme de mélangeurs de petite production couramment utilisés en pilote, recherche et industrie. Ces modèles ont une capacité pouvant aller jusqu’à 50 litres.|20407|SILVERSON MACHINES|http://img.directindustry.fr/images_di/photo-m2/15561-12698863.jpg
1000622|ElectraSyn 2.0|agitateur de laboratoire numérique||20408|IKA|http://img.directindustry.fr/images_di/photo-m2/28268-12062341.jpg
1000623|C-Mag HS 7|agitateur magnétique de laboratoire|... travaux en utilisant un agitateur magnétique chauffant fiable. IKA a non seulement mis l’accent sur la robustesse du verre, la résistance aux produits chimiques et l’aspect sécurité, mais aussi il change la donne des ...|20408|IKA|http://img.directindustry.fr/images_di/photo-m2/28268-12053617.jpg
1000624|MINISTAR 80 Series|agitateur mécanique de laboratoire|La nouvelle série MINISTAR IKA : conçu selon l’état actuel de la technique, ce type d’agitateur haute technologie de forme compacte s’utilise dans le cadre d'applications spéciales. De faible encombrement, cette série ...|20408|IKA|http://img.directindustry.fr/images_di/photo-m2/28268-12054243.jpg
1000625|5418, 5418 R|centrifugeuse de laboratoire|Avec leur rotor à 18 positions, les centrifugeuses 5418 et 5418 R sont spécialement conçues pour les capacités faibles à moyennes en tubes de 1,5/2,0 mL et les Microtainer®. Leur vitesse, qui peut atteindre 16 873 x g, ...|20409|Eppendorf|http://img.directindustry.fr/images_di/photo-m2/22548-7168011.jpg
1000626|5424, 5424 R|centrifugeuse de laboratoire|Les centrifugeuses 5424 et 5424 R sont les nouveaux standards du laboratoire. Avec leur capacité de 24 tubes et une vitesse max. de 21 130 x g, elles sont parfaitement équipées pour toutes les applications ...|20409|Eppendorf|http://img.directindustry.fr/images_di/photo-m2/22548-7168065.jpg
1000627|5702 series|centrifugeuse de laboratoire|La gamme de centrifugeuses basse vitesse polyvalentes 5702 a été spécialement conçue pour répondre aux exigences des laboratoires cliniques et de culture cellulaire de bas à moyen débit. Leur design compact ...|20409|Eppendorf|http://img.directindustry.fr/images_di/photo-m2/22548-7168403.jpg
1000628|RV 3 V-C|évaporateur rotatif||20410|IKA|http://img.directindustry.fr/images_di/photo-m2/28268-12061680.jpg
1000629|RV 10 auto V-C|évaporateur rotatif||20410|IKA|http://img.directindustry.fr/images_di/photo-m2/28268-12061736.jpg
1000630|RV 10 auto V|évaporateur rotatif||20410|IKA|http://img.directindustry.fr/images_di/photo-m2/28268-12061930.jpg
1000631|LyoCapsule™|lyophilisateur de process||20411|SP Scientific|http://img.directindustry.fr/images_di/photo-m2/37050-12072167.jpg
1000632|VirTis series|lyophilisateur de laboratoire||20411|SP Scientific|http://img.directindustry.fr/images_di/photo-m2/37050-10681699.jpg
1000633|AdVantage 2.0 series|lyophilisateur de laboratoire||20411|SP Scientific|http://img.directindustry.fr/images_di/photo-m2/37050-10681748.jpg
1000634|SCC-C|refroidisseur de gaz||20412|ABB Measurement & Analytics|http://img.directindustry.fr/images_di/photo-m2/56271-2617745.jpg
1000635|ECS-1 series|refroidisseur de gaz||20412|M&C TechGroup Germany|http://img.directindustry.fr/images_di/photo-m2/14661-11802359.jpg
1000636|EC30C series|refroidisseur de gaz||20412|M&C TechGroup Germany|http://img.directindustry.fr/images_di/photo-m2/14661-11802391.jpg
1000637|BE3200|séquenceur de test|Le BE3200 est un chassis destiné à contrôler les temporisations et séquences dans le cadre d'essais de relais ou de séquences de tirs balistiques. Il remplace avantageusement les séquenceurs électromécaniques en y apportant la précision ...|20413|HBM Test and Measurement|http://img.directindustry.fr/images_di/photo-m2/6017-9732966.jpg
1000638|885|changeur d'échantillon|Le 885 Compact Oven Sample Changer sert pour la préparation thermique des échantillons pour le titrage Karl Fischer. Dans le four, les échantillons sont chauffés jusqu?à 250°C. L?eau se transforme alors en vapeur et est transportée par ...|20413|Metrohm|http://img.directindustry.fr/images_di/photo-m2/15372-3278051.jpg
1000639|874 USB|changeur d'échantillon|Le 874 Oven Sample Processor sert pour la préparation thermique automatisée des échantillons pour le titrage Karl Fischer. La méthode d'extraction avec four est surtout adaptée aux échantillons qui libèrent leur eau seulement à des températures ...|20413|Metrohm|http://img.directindustry.fr/images_di/photo-m2/15372-3327623.jpg
1000640|1|thermobloc pour éprouvette de laboratoire|Bloc thermostat digital pour un bloc aluminium. Pour une régulation précise de la température dans de petits récipients. La sonde de mesure de température PT-1000 fournie permet la régulation de la température dans les récipients d'échantillons. ...|20414|IKA|http://img.directindustry.fr/images_di/photo-m2/28268-6692439.jpg
1000641|4|thermobloc pour éprouvette de laboratoire|Bloc thermostat digital pour quatre blocs aluminium. Pour une climatisation précise dans de petits récipients. La sonde de mesure de température PT-1000 fournie permet la régulation de la température dans les récipients d'échantillons. ...|20414|IKA|http://img.directindustry.fr/images_di/photo-m2/28268-6692481.jpg
